date,William Claude Reavis School,Rudyard Kipling School,Philip D Armour School,Orozco Academy,Thomas Chalmers Specialty School,Alexander Graham Bell School,Ravenswood School,Edgebrook School,Julia Ward Howe School,Robert L Grimes School,Oscar F Mayer Elementary School,Bernhard Moos School,Thomas J Higgins Community Academy,Jose De Diego Community Academy,Morton School of Excellence,Irene C. Hernandez Middle School for the Advancement of the Sciences,Albany Park Multicultural Academy Elementary School,Francisco I Madero Middle School,Thurgood Marshall Middle School,Northwest Middle School,Barbara Vick Early Childhood & Family Center,Moses Montefiore Special School,Daniel Carter Beard School,Blair Early Childhood Center,Frederick Stock School,Wilma G Rudolph Learning Center,Northside Learning Center,Southside Occupational Academy,Jacqueline B Vaughn Occupational High School,Ray Graham Training Center,Uplift Community High School,Nancy B Jefferson Alternative School,Michelle Clark Academic Prep Magnet High School,Hyman G. Rickover Naval Academy,Air Force Academy High School,Roald Amundsen High School,Northside College Prep,Eric Solorio Academy High School,Paul Robeson High School,Edwin G Foreman High School,Harper High School,Hyde Park Career Academy,Lake View High School,Albert G Lane Technical High School,Stephen T Mather High School,Morgan Park High School,Carl Schurz High School,Charles P Steinmetz Academic Centre,Roger C Sullivan High School,George Washington High School,Gurdon S Hubbard High School,King Selective Enrollment High School,Carver Military High School,North Grand High School,Spry Community Links High School,Chicago Academy High School,Lindblom Math and Science Academy High School,New Back of the Yards High School,Sarah E. Goode STEM Academy,South Shore International College Prep High School,Richard T. Crane (RTC) Medical Preparatory High School,Emil G Hirsch Metropolitan High School,John Marshall Metropolitan High School,Gwendolyn Brooks College Prepatory Academy,Frederick W Von Steuben Metropolitan Science Center,Chicago High School For Agricultural Sciences,Whitney M Young Magnet High School,Consuella B. York Alternative High School,Simpson Academy for Young Women,Collins Academy High School,Austin Polytechnical Academy,Marine Military Academy,Harlan Community Academy High School,World Language High School (at Little Village),Dunbar Vocational Career Academy,Neal F Simeon Vocational High School,George Westinghouse Career Academy,David G Farragut Career Academy High School,Manley Career Community Academy High School,Daniel Hale Williams Prep School of Medicine,Multicultural Arts High School (at Little Village),Peace and Education Coalition High School,Walter Payton College Preparatory High School,Chicago Military Academy - Bronzeville,Columbia Explorers Academy,New Field School,George Armstrong Elementary School,Audubon Elementary School,Avalon Park School,Alice L Barnard Computer Math & Science Center,John Barry Elementary School,Newton Bateman Elementary School,Lillian R Nicholson Specialty School For Science & Math,Jean Baptiste Beaubien School,Jacob Beidler School,Hiram H Belding School,Frank I Bennett School,South Shore Fine Arts Academy,James G Blaine School,Daniel Boone School,Scott Joplin School,Myra Bradwell Communication Arts & Sciences Academy,Alex Haley School,Brentano Math & Science Academy,Norman Bridge School,Orville T Bright Elementary School,Federico Garcia Lorca Elementary School,William H Brown Elementary School,Charles S Brownell School,Bouchet Academy,West Ridge Elementary School,Luther Burbank School,Edmund Burke Elementary School,Augustus H Burley Elementary School,Langston Hughes/Davis Elementary School,Castellanos Elementary School,Milton Brunson Specialty Elementary School,Caldwell Academy Of Mathematics Science & Technology,Little Village Academy,Daniel R Cameron Elementary School,Charles Carroll School,Skinner North Classical School,Rachel Carson Elementary School,George Washington Carver Elementary School,George F Cassell School,Eliza Chappell Elementary School,Marvin Camras Elementary School,STEM Magnet Academy,Frederic Chopin School,Grover Cleveland School,Dewitt Clinton School,Henry R Clissold School,Edward Coles Model For Excellence School,Christopher Columbus School,Jordan Community School,John C Coonley School,Peter Cooper Dual Language Academy,Daniel J Corkery School,Manuel Perez Jr Elementary School,Everett Mckinley Dirksen School,Charles R Darwin School,Nathan S Davis School & Annex,Mariano Azuela Elementary School,Charles S Deneen School,William E Dever School,Dewey Academy Of Multicultural Studies,Dodge Renaissance Academy,James R Doolittle Jr Intermediate & Upper Cycle East,John C Dore School,John B Drake School,Thomas Drummond Elementary School,John F Eberhart School,Ebinger Elementary School,Richard Edwards School,Edward (Duke) K Ellington School,Esmond School,Edward Everett Elementary School,Laughlin Falconer School,James B Farnsworth School,Fernwood School,Eugene Field School,Joseph Kellman Corporate Community School,Fuller Elementary School,Robert Fulton School,Frederick Funston School,John W Garvy School,Frank L Gillespie School,J W Von Goethe School,Virgil Grissom School,William C Goudy School,Alexander Graham School,William P Gray School,Josefa Ortiz De Dominguez Elementary School,Ariel Community Academy,Nathanael Greene School,John Gregory School,Walter Q Gresham School,Alexander Hamilton School,Charles G Hammond School,Sharon Christa Mcauliffe Elementary School,Bret Harte Elementary School,John Harvard Elementary School of Excellence,Helge A Haugan Elementary School,Emiliano Zapata Academy,Stephen K Hayt School,Woodlawn Community School,Wendell Smith Elementary School,Robert Healy School,Phoebe Apperson Hearst School,James Hedges Elementary School,Patrick Henry School,South Loop School,Agustin Lara Academy,Rufus M Hitch School,Oliver Wendell Holmes School,Thomas Hoyne School,Countee Cullen School,Charles Evans Hughes School,Edward N Hurley School,Friedrich L Jahn School,Edward Jenner Academy Of The Arts,Kate S Kellogg School,Joshua D Kershaw Elementary School,Pablo Casals Elementary School,Joyce Kilmer School,Lazaro Cardenas School,John H Kinzie Elementary School,Wendell E Green Elementary School,Carl Von Linne Elementary School,Henry D Lloyd School,Josephine C Locke School,James Russell Lowell Elementary School,Mary Lyon School,James Madison School,George Manierre School,Horace Mann School,Marquette Elementary School,John L Marsh School,Michael Faraday Elementary School,Roswell B Mason Elementary School,George B McClellan Elementary School,Cyrus H Mccormick School,Francis M Mckay School,James B Mcpherson Elementary School,Ellen Mitchell School,Donald L Morrill Mathematics & Science Specialty School,Mount Greenwood Elementary School,Wolfgang A Mozart School,John B Murphy School,Ronald H Brown Community Academy,Henry H Nash School,Louis Nettelhorst School,Florence Nightingale School,William P Nixon School,Alfred Nobel Elementary School,Norwood Park Elementary School,West Park Academy,Richard J Oglesby School,Isabell C O'Keeffe School,William J Onahan School,Brian Piccolo Elementary School,James Otis School,Luke O'Toole School,John M Palmer School,Park Manor Elementary School,Louis Pasteur School,Ferdinand W Peck School,Washington Irving School,Helen C Peirce School Of International Studies,Harold Washington School,Irma C Ruiz School,Mary G Peterson School,Marcus Moziah Garvey School,Josiah L Pickard School,John T Pirie Fine Arts & Academic Center,Portage Park Elementary School,Prussing Elementary School,Peter A Reinberg Elementary School,Paul Revere Accelerated School,Philip Rogers School,Cesar E Chavez Multicultural Academic Center,Martha M Ruggles Elementary School,Sauganash Elementary School,Sidney Sawyer School,Jonathan Y Scammon School,Jesse Sherwood School,James Shields Elementary School,Beulah Shoesmith School,John D Shoop Elementary School,Theophilus Schmid School,Washington D Smyser School,John M Smyth Elementary School,Hannah G Solomon School,Herbert Spencer Math & Science Academy,John Spry Community School,William K Sullivan Specialty School,Mancel Talcott School,James N Thorp Elementary School,George W Tilton School,Enrico Tonti School,Mark Twain School,Lavizzo Elementray School,Alessandro Volta School,James Wadsworth School,James Ward Elementary School,Joseph Warren Elementary School,George Washington School,Thomas J Waters School,Daniel Webster School,Daniel S Wentworth School,John Whistler Elementary School,Eli Whitney School,John Greenleaf Whittier School,A N Pritzker School,Wildwood School,Richard Yates Elementary School,Ella Flagg Young School,Ludwig Von Beethoven School,Richard J Daley Academy,Joseph Brennemann School,Willa Cather School,Robert Nathaniel Dett Elementary School,Anton Dvorak Specialty Academy,Jackie R Robinson,Arthur R Ashe Jr Elementary School,James Weldon Johnson Elementary School of Excellence,Irvin C Mollison School,Henry O Tanner School,Adam Clayton Powell Jr Paideia Community Academy,Ronald E Mcnair Academic Center School,Richard Henry Lee School,Genevieve Melody School,Oliver S Westcott Elementary School,George Leland Elementary School,Mary E Mcdowell Elementary School,Edward H White Career Academy ,Amelia Earhart Options For Knowledge Specialty School,Medgar Evers School,William E B Dubois School,Oscar Depriest School,Mahalia Jackson School,Sandoval Elementary School,Johnnie Colemon School,Tarkington School of Excellence,Calmeca Academy of Fine Arts and Dual Language,Durkin Park School,Suder Montessori Magnet School,Velma Thomas Early Childhood Center,Disney II Magnet School,James Shields Middle School,Edison Park Elementary School,Thomas A Edison Regional Gifted Center,Burnside Scholastic Academy,Stephen Decatur Classical School,Turner-Drew Language Academy,Leif Ericson Scholastic Academy,Gerald Delgado Kanoon Magnet School,Franklin Fine Arts Center,Matthew Gallistel Language Academy,LaSalle Language Magnet School,A Philip Randolph Magnet School,Galileo Scholastic Academy Of Math & Science,Lasalle Language Academy School,Andrew Jackson Language Academy,Inter-American Magnet School,Mark Sheridan Mathematics & Science Academy,Philip Murray Language Academy,Walter L Newberry Mathematics & Science Academy,William Bishop Owen Scholastic Academy School,John J. Pershing East Magnet School,Edgar Allan Poe Classical School,Harriet E Sayre Language Academy,Mark Skinner School,Stone Scholastic Academy,Ole A Thorp Scholastic Academy,John H Vanderpoel Magnet School,Beasley Academic Center Magnet School,Jensen Scholastic Academy School,Ted Lenart Regional Gifted Center,Albert R Sabin Magnet School,Robert A Black Magnet School,Walt Disney Magnet School,Walter S Christopher School,Ruben Salazar Bilingual Education Center School,Courtenay Language Arts Center,Crown Community Academy Fine Arts Center,Ralph H Metcalfe Community Academy,Ninos Heroes Academic Center,John Hay Community Academy,Thomas A Hendricks Community Academy,Pilsen Community Academy,Charles Kozminski Community Academy,Lawndale Community Academy,Francis W Parker Community Academy,Parkside Community Academy,Casimir Pulaski International Academy,Charles Sumner Mathematics & Science Community Academy,Claremont Academy,Lionel Hampton Fine and Performing Arts School,Ashburn Community Area School,Chicago Academy Elementary School,Chicago International Charter School (CICS)-Irving Park Campus,Senn Metropolitan Academy Of Liberal Arts & Technology,Adlai E Stevenson School,Joseph E Gary School,Ames Middle School,Charles Gates Dawes School,Dr Jorge Prieto Math and Science Academy,James Monroe School,Logandale Middle School,Harriet Beecher Stowe School,Nathan Hale School,William H Ray School,John H Hamline Elementary School,Laura S Ward School,Abraham Lincoln Elementary School,Theodore Herzl School,Jane A Neil School,George W Curtis Elementary School,Louis J Agassiz School,John C Haines School,Elizabeth H Sutherland School,Charles W Earle School,Finkl Academy,Brighton Park Elementary School,Hawthorne Scholastic Academy,Christian Fenger Academy,William Penn School,John A Walsh Elementary School,John C Burroughs School,Fort Dearborn Elementary School,Paul Cuffe Elementary School,Leslie Lewis School,Talman School,North River Elementary School,Franz Peter Schubert School,William W Carter School,Frederick A Douglass Academy High School,Telpochcalli School ,Wendell Phillips Academy,Rodolfo Lozano Bilingual & International Center,Jonathan Burr Elementary School,Frazier International Magnet Elementary School,William T. Sherman Elementary School of Excellence,George Henry Corliss High School,George Rogers Clark Elementary School,William H Prescott School,National Teachers' Academy (NTA),George M Pullman School,Ira F Aldridge Elementary School,William H Seward Communication Arts Academy,Devry University Advantage Academy,Austin Business and Entrepreneurship Academy,Joseph Lovett School,James E Mcdade Classical School,School of Social Justice (at Little Village),Jane Addams School,George B Swift Specialty School,Frank W Gunsaulus Scholastic Academy School,Edward F Dunne School,Henry Clay Elementary School,Charles N Holden School,Lyman A Budlong School,Oriole Park School,Helen M Hefferan School,Samuel Gompers Fine Arts Option School (Fomerly Jesse Owens) ,Salmon P Chase School,Carrie Jacobs Bond,Minnie Mars Jamieson School,Louisa May Alcott School,Theodore Roosevelt High School,Charles R Henderson School,John T Mccutcheon School,Foster Park School,Joseph Jungman School,Maria Saucedo Scholastic Academy,Stephen F Gale Community Academy,Douglas Taylor Elementary School,Sir Miles Davis Magnet School,John F Kennedy High School,Annie Keller Regional Gifted Magnet School,Clara W Barton School,John Fiske School,Mount Vernon Elementary School,Hanson Park School,Carter G Woodson South,Perkins Bass School,Burnham/Anthony Inclusive Academy,Michael M Byrne School,William G Hibbard School,William B Ogden School,John Foster Dulles Elementary School of Excellence,Fairfield Academy,Belmont-Cragin Early Childhood Demonstration Center,Betty Shabazz International Charter School,Asian Human Services - Passages Charter School,Frank W Reilly School,Chicago High School for the Arts,William H Ryder Math/Science Specialty School,Charles Allen Prosser Career Academy,Horace Greeley School,Chicago Virtual Charter School,Benjamin E Mays Academy,Ambrose Plamondon School,Orr Academy,Benito Juarez High School,Legal Prep Charter Academy,Noble Street Charter High School - Comer Campus,Hope Institute Learning Academy,Chicago Intl Charter - Chicago Quest North,Noble Street Charter High School - Hansberry High School,Chicago International Charter School (CICS)- Northtown Campus,The Montessori School of Englewood Charter,Noble Street Charter High School - DRW Trading College Prep,William Howard Taft High School,Lincoln Park High School,Kenwood Academy,William Jones College Prep High School,William H Wells Community Academy High School,Marie Sklodowska Curie Metropolitan High School,Phoenix Military Academy,"Infinity Math, Science and Technology High School (at Little Village)",Community Services West Academy,Chicago Tech Academy High School,"Architecture, Construction and Engineering (ACE) Technical Charter School",Joshua Johnston Charter School for Fine Art and Design,University of Chicago Charter High School - Woodlawn Campus,Perspectives Charter School - Rodney D. Joslin Campus,Urban Prep Charter Academy for Young Men High School - Bronzeville Camp,UNO Charter School - Northside Elementary Campus,Young Women's Leadership Charter School,Urban Prep Academy for Young Men Charter School-Englewood Campus,Catalyst - Maria Charter School,Prologue Early College High School,Noble Street Charter High School - Rauner College Prep Campus,Noble Street Charter High School - Muchin College Prep Campus,Kwame Nkrumah Academy,Namaste Charter School,University of Chicago Charter School - Donoghue Campus,Perspectives Charter School - Math and Science Campus,Instituto Justice and Leadership Academy Charter High School (IJLA),Instituto Health Sciences Career Academy,Noble Street Charter High School - Golder Campus,Hope College Prep High School,Noble Street Charter School,Noble Street Charter High School - Rowe Clark Campus,Chicago Math and Science Academy (CMSA) Charter School,Chicago International Charter School (CICS)- Bucktown Campus,Chicago International Charter School (CICS)- Ralph Ellison Campus,Urban Prep Charter Academy for Young Men High School - West Campus,UNO Charter School - Major Hector P. Garcia MD Campus,Noble Street Charter High School - UIC Campus,ASPIRA Charter - Early College Campus,UNO Charter School - Esmeralda Santiago Elementary Charter School,Noble Street Charter High School - Johnson College Prep,Noble Street Charter High School - Pritzker College Prep Campus,Rowe Elementary School,Amandla Charter School,Perspectives Charter School- Calumet High School of Technology,EPIC Academy,Chicago International Charter School (CICS)- Longwood Campus,Noble Street Charter High School - Chicago Bulls College Prep Campus,LEARN Charter School - Hunter Perkins,Excel Academy Chicago - Camelot Schools,Erie Elementary Charter School,University of Chicago Charter School - North Kenwood/Oakland (NKO) Camp,University of Chicago Charter School - Woodson South Campus,Chicago International Charter School (CICS)- Wrightwood Campus,UNO Charter School - SPC Daniel Zizumbo Campus,North Lawndale College Preparatory Charter High School - Collins Campus,LEARN Charter School - Excel Campus,UNO Charter School - PFC Omar E. Torres Campus,UNO Charter School - Near West Elementary Campus,Chicago International Charter School (CICS)- West Belden Campus,UNO Charter School - Carlos Fuentes Campus,Chicago International Charter School - Friesse Campus,Gage Park High School,UNO Charter School - Bartolom de las Casas Campus,UNO Charter School - Octavio Paz Campus,UNO Charter School- Officer Donald Marquez Campus,LEARN Charter School - Butler ,UNO Charter School - Rufino Tamayo Campus,Bronzeville Lighthouse Charter School,UNO 51st and Homan Charter Elementary School,UNO Charter School - Sandra Cisneros Campus,Catalyst Elementary School - Circle Rock,Alain Locke Charter School,Chicago International Charter School (CICS) Larry Hawkins Campus,LEARN Charter School - South Chicago Campus,Chicago International Charter School (CICS)- Avalon/South Shore Campus,Providence Englewood Charter School - Bunche Campus,Frazier Prepartatory Academy,Chicago International Charter School (CICS)- Basil Campus,ASPIRA Charter-Haugan Middle School Campus,Galapagos Charter School,LEARN Charter Elementary School - Charles and Dorothy Campbell,Legacy Charter School,Plato Learning Academy,Chicago International Charter School (CICS)- Prairie Campus,Polaris Charter Academy,VOISE Academy High School,Chicago International Charter School - Lloyd Bond Campus,Chicago International Charter School (CICS)- Washington Park Campus,KIPP Ascend Charter School,TEAM Englewood Community Academy,John W Cook Elementary School,Betty Shabazz International Charter School-DuSable Leadership,Edward Tilden Career Commmunity Academy,Ellen H Richards Career Academy,Percy L Julian High School,Evergreen Academy,Hancock High School,Betty Shabazz International Charter School-Barbara Sizemore Academy,Wells Preparatory School,Charles H Wacker School,Emmit Louis Till Math and Science Academy,Thomas Kelly High School,Academy for Global Citizenship,North Lawndale Charter - Christiana,Chicago Vocational Career Academy,Bowen High School,William J Bogan Computer Technical High School,Al Raby High School,Kelvyn Park High School,Roberto Clemente Community Academy High School,Bronzeville Scholastic Institute
2012,2892682.16,4250755.9,3326265.78,5307771.2,2536662.81,8533819.01,4069317.58,3355112.99,5003004.08,2894344.52,5793522.96,3863104.37,3514070.34,6686780.7,3205922.36,6512475.78,2483392.86,3325372.33,4257462.71,5684667.52,3292126.27,2110065.06,5434095.6,4943709.68,3463448.18,3913747.68,7808333.1,6472181.63,5354907.33,4779330.89,5537525.23,7705302.21,7838519.48,4205030.2,3361100.66,14087323,8909388.36,5707554.39,7950457.6,16386280.59,10344233.79,13951845.92,13287092.27,32062582.61,15110516.68,14712719.01,21328164.77,17543996.58,9667055.57,13501700.65,14170051.74,9621700.71,6842300.4,8357715.1,2024076.85,5104461.79,9057135.76,0,0,4110613.44,0,6623381.2,11325241.1,7447350.14,14336180.53,8460762.68,17575446.54,7529148.08,2237971.81,4012069.92,3077249.42,3881424.71,12193275.91,3583775.26,14218920.64,15048375.01,7320347.52,15898647.05,7715893.25,2742322.93,2768645.35,2679694.82,8370737.95,5214929.07,7549874.4,5274560.06,10394062.01,4763436.46,3675169.66,2869828.01,5831998.98,7716021.22,4512219.76,7966503.28,3808485.29,4674787.28,4443562.21,1879568.75,6257066.3,6660994.21,4301423.46,6308806.79,4366343.61,3712139.05,6596650.35,3315059.18,5123977.25,3239310.06,2797134.22,5860317.47,4349279.17,8769995.87,2600156.47,4436668.75,4915013.13,4438089.99,4985223.28,2953285.68,6035327.08,6771858.88,2551771.12,2170403.98,8039107.76,4290229.92,3955417.33,4512478.36,5491950.72,2646002.76,2978698.26,5669913.74,7456605.9,5074930.37,4748583.79,2525313.39,5118334.11,5313524.65,5950170.7,4825076.95,4022687.63,5277978.12,5657535.17,7518735.16,5339085.3,4486898.25,5547105.34,3339491.39,3880127.84,3035819.77,4401743.53,3106805.91,3477984.59,11973135.89,4711956.23,10200763.89,3568902.92,3302515.79,2846981.34,9916346.52,5750741.16,3209885.49,3364478.39,2741759.51,2636117.66,3959039.44,4974242.99,5465396.42,4754415.88,5581871.45,2991052.19,5878493.24,4226057.3,9630709.16,5700451.16,3774426.48,4986090.8,3109118.74,3309282.42,3746668.03,3944494.15,5837477.38,3003685.62,3707799.89,9107306.31,6698293.88,6835374.7,2127797.48,3652185.09,8729476.25,3906736.04,6317670.52,4777444.14,4482566.4,4107830.73,4022736.86,3089196.58,2703396.12,2346588.99,2396375.34,6241124.16,4897869.19,3861212.15,3172006.27,2953841.7,4806624.16,6403193.15,4283609.56,7461645.67,2536983.52,4747327,8624057.75,9053315.67,5489248.41,9355323.1,2820224.81,3585929.74,4292940.03,10650549.84,6658702.48,2020197.24,5248487.88,3311365.63,6942439.33,7443066.81,6686229.66,3025460.61,6215774.96,5412135.24,5753692.12,4884142.85,2905473.54,4036072.3,5741155.99,9758937.52,6749513.47,5453613.11,3395234.42,5039516.73,3716202.41,4647240.51,4741591.97,5006172.26,5169848.51,4313578.87,6358579.06,3188703.69,8225276.34,10197593.87,4146116.38,6485652.89,4971558.98,6995291.91,6440196.95,3206897.76,5223095.1,3415901.12,8444277.47,4863895.66,8051642.19,2780750.23,5617024.55,7265330.36,3350782.27,4183265.3,12161620.73,5972446.1,3498547.17,12175851.15,2797058.22,4751828.25,1994172.34,7000888.23,5513132.7,3938895.02,6149183.18,6156015.22,5087095.52,5776938.68,5328793.97,2785678.8,6872493.55,7677475.86,3261278.03,7274790.2,2285387.37,4255627.45,2743731.35,6146766.49,4675370.06,2766942.15,3294611.99,3749262.14,7794462.8,3586166.87,4737048.23,3823987.39,6990872.23,8654139.56,4205529.31,5780387.39,3671451.3,2368460.44,2618493.81,4329722.04,1758376.16,3471857.79,3301709.74,2450929.04,4015521.88,3985874.81,4542638.89,6695673.99,3174629.78,3546721.18,2226070.69,2090223.79,1689237.59,2790564.87,3326609.73,2230638.35,4976742.23,3683231.87,7726523.18,2572709.92,8480951.29,5198153.37,4353420,3230922.88,2150065.92,3186421.51,0,2971970.7,2332993.3,6303630.95,2540660.87,3700708.74,4284421.97,5535597.37,3555738.42,9499519,6178620.37,4404464,4956153.31,4545993.69,4470592.52,5167811.25,4350426.99,4778594.37,4721758.66,2537714.27,2215838.73,1848716.01,4152932.12,6400939.65,5206285.16,5965096.06,2830988.97,8346403.14,3165734.04,2504518.03,4847894.78,3498970.02,11630463.58,7621796.44,3515074.3,2880643.06,3146428.37,4371653.86,3760730.29,4270290.5,3317147.47,4345194.99,3567087.67,4482380.24,4832622.21,3167768.42,5811816.44,3489426.13,5555776.04,5522243.33,4487624.03,4731877.3,4095453.31,10679193.96,9891210.7,8581269.54,4141752.41,8245374.76,6473847.72,8400018.66,7150912.56,7637010.69,6263701.18,5520350.57,4344836.87,3543866.26,5252763.01,4540779.23,5714577.41,4206011.08,4557871.47,5028375.93,5343353.16,2985200.1,4639175.33,5766514.99,4241775.85,9407232.74,4592855.79,3959098.6,4001972.8,4414979.03,4193177.81,4690982.68,3059872.3,3254486.16,6653651.89,3501732.39,4488607.83,3078755.15,8955475.68,3404226.55,2973881.02,2412144.53,3802128.27,7442004.61,3222868.51,2024311.37,4196312.85,2579655.6,2542137.71,5976858.32,1637506.54,2995427.52,3725196.18,1912575.04,3569559.85,6814856.83,5357269.96,6938014.48,3398928.04,5240642.48,5413320.18,6666309.32,4287932.81,2546439.32,2815146.25,4408687.55,3782614.04,6507253.78,6992914.34,13866302.25,3376343.25,2674068.73,5018385.78,2910499.34,9395850.85,5150190.48,4917616.04,3975075.33,14614381.14,2265949.89,5121705.53,3040940.91,3494816.48,12106884.19,3707349.96,3338028.19,74533.11,5149211.67,9374788.26,10572463.62,4456685.97,4704983.62,1626414.09,2542441.17,3267052.11,9100058.93,3961012.19,3559406.4,13518375.27,5067531.27,4852000.58,2818529.21,1838227.71,10730666.25,16775830.43,679467.5,6611663.24,4211095.37,2445609.53,509467.5,7952429.81,500722.5,491602.5,22486349.23,18220490.95,14825130.17,7979119.57,8552144.91,29745866.34,4445169.78,3429471.77,1665767.03,3012161.87,4928001.9,1883009.47,4877565.3,3879562.11,2578277.33,641202.5,3102996.92,4387930.72,879700,2199296.62,5743353.97,6664702.83,1743644.6,3749280.04,3630857.14,5566182,0,3711462.76,5697281.55,6865247.71,5868547.99,5806830.57,5767249.85,5241553.96,5358781.86,3463694.41,5587126.62,6914687.64,5547854.46,2002307.05,4062117.62,6940903.44,2860966.17,2817406.02,5051725.83,3871213.24,12897875.12,6924360.8,1826572.04,629770,3069761.64,2376851.41,2940400.24,5502635.83,5070156.89,3858073.14,2779780.36,5092757.2,641202.5,4226915.89,4422896.4,4593875.46,11464077.46,2493326.35,3606973.51,4718265.1,4554677.18,2521899.67,3680803.01,4293866.06,4551946.34,4106456.45,4287941.59,4559430.31,1990122.78,3295004.38,2955960.16,3230548.31,5995188.88,4683580.5,2841747.72,3313231.21,3770779.68,3116299.58,3189637.32,2765750.63,3713046.51,2799276.89,3545179.61,4079147.29,4721222.7,4888623,3710697.24,7245954.92,6890783.97,14131703.53,3571156.48,9965283.92,2350952.91,1897254.91,2220002.57,4381390.27,25716939.11,2262594.69,6162126.45,12756018.38,9441847.03,16179274.23,5876156.34,13450629.39,12711540.2,4480993.72
